output_stem,source,source_image,source_label,split,group_id,object_count
current_current_arch_train_0196,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0196.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0196.txt,train,current_arch_train_0196,9
current_current_arch_train_0197,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0197.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0197.txt,train,current_arch_train_0197,8
current_current_arch_train_0198,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0198.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0198.txt,train,current_arch_train_0198,6
current_current_arch_train_0199,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0199.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0199.txt,train,current_arch_train_0199,7
current_current_arch_train_0200,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0200.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0200.txt,train,current_arch_train_0200,9
current_current_arch_train_0201,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0201.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0201.txt,train,current_arch_train_0201,8
current_current_arch_train_0202,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0202.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0202.txt,train,current_arch_train_0202,9
current_current_arch_train_0203,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0203.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0203.txt,train,current_arch_train_0203,6
current_current_arch_train_0204,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0204.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0204.txt,train,current_arch_train_0204,8
current_current_arch_train_0205,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0205.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0205.txt,train,current_arch_train_0205,8
current_current_arch_train_0206,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0206.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0206.txt,train,current_arch_train_0206,6
current_current_arch_train_0207,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0207.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0207.txt,train,current_arch_train_0207,9
current_current_arch_train_0208,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0208.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0208.txt,train,current_arch_train_0208,7
current_current_arch_train_0209,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0209.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0209.txt,train,current_arch_train_0209,9
current_kaggle_unique_kaggle_aws_amazon_api_gateway_0009_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_api_gateway_0009_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_api_gateway_0009_aug_8.txt,train,kaggle_unique_kaggle_aws_amazon_api_gateway_0009,8
current_kaggle_unique_kaggle_aws_amazon_cloudfront_0006_aug_1,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_cloudfront_0006_aug_1.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_cloudfront_0006_aug_1.txt,train,kaggle_unique_kaggle_aws_amazon_cloudfront_0006,15
current_kaggle_unique_kaggle_aws_amazon_cloudwatch_0002_aug_1,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_cloudwatch_0002_aug_1.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_cloudwatch_0002_aug_1.txt,train,kaggle_unique_kaggle_aws_amazon_cloudwatch_0002,13
current_kaggle_unique_kaggle_aws_amazon_dynamodb_0009_aug_4,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_dynamodb_0009_aug_4.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_dynamodb_0009_aug_4.txt,train,kaggle_unique_kaggle_aws_amazon_dynamodb_0009,13
current_kaggle_unique_kaggle_aws_amazon_ec2_0002_aug_9,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_ec2_0002_aug_9.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_ec2_0002_aug_9.txt,train,kaggle_unique_kaggle_aws_amazon_ec2_0002,10
current_kaggle_unique_kaggle_aws_amazon_ec2_auto_scaling_0003_aug_1,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_ec2_auto_scaling_0003_aug_1.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_ec2_auto_scaling_0003_aug_1.txt,train,kaggle_unique_kaggle_aws_amazon_ec2_auto_scaling_0003,15
current_kaggle_unique_kaggle_aws_amazon_elastic_block_store_0008_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_elastic_block_store_0008_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_elastic_block_store_0008_aug_3.txt,train,kaggle_unique_kaggle_aws_amazon_elastic_block_store_0008,13
current_kaggle_unique_kaggle_aws_amazon_elastic_kubernetes_service_0005_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_elastic_kubernetes_service_0005_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_elastic_kubernetes_service_0005_aug_8.txt,train,kaggle_unique_kaggle_aws_amazon_elastic_kubernetes_service_0005,10
current_kaggle_unique_kaggle_aws_amazon_elasticache_0005_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_elasticache_0005_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_elasticache_0005_aug_0.txt,train,kaggle_unique_kaggle_aws_amazon_elasticache_0005,7
current_kaggle_unique_kaggle_aws_amazon_rds_0005_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_rds_0005_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_rds_0005_aug_0.txt,train,kaggle_unique_kaggle_aws_amazon_rds_0005,12
current_kaggle_unique_kaggle_aws_amazon_redshift_0006_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_redshift_0006_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_redshift_0006_aug_8.txt,train,kaggle_unique_kaggle_aws_amazon_redshift_0006,8
current_kaggle_unique_kaggle_aws_amazon_simple_queue_service_0005_aug_5,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_simple_queue_service_0005_aug_5.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_simple_queue_service_0005_aug_5.txt,train,kaggle_unique_kaggle_aws_amazon_simple_queue_service_0005,13
current_kaggle_unique_kaggle_aws_amazon_simple_storage_service_0002_aug_5,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_amazon_simple_storage_service_0002_aug_5.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_amazon_simple_storage_service_0002_aug_5.txt,train,kaggle_unique_kaggle_aws_amazon_simple_storage_service_0002,8
current_kaggle_unique_kaggle_aws_aurora_amazon_rds_instance_0001_aug_4,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_aurora_amazon_rds_instance_0001_aug_4.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_aurora_amazon_rds_instance_0001_aug_4.txt,train,kaggle_unique_kaggle_aws_aurora_amazon_rds_instance_0001,7
current_kaggle_unique_kaggle_aws_dynamodb_table_0004_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_dynamodb_table_0004_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_dynamodb_table_0004_aug_3.txt,train,kaggle_unique_kaggle_aws_dynamodb_table_0004,15
current_kaggle_unique_kaggle_aws_ec2_instance_0002_aug_1,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_ec2_instance_0002_aug_1.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_ec2_instance_0002_aug_1.txt,train,kaggle_unique_kaggle_aws_ec2_instance_0002,8
current_kaggle_unique_kaggle_aws_ec2_instances_0007_aug_6,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_ec2_instances_0007_aug_6.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_ec2_instances_0007_aug_6.txt,train,kaggle_unique_kaggle_aws_ec2_instances_0007,8
current_kaggle_unique_kaggle_aws_elastic_block_store_volume_0002_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_elastic_block_store_volume_0002_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_elastic_block_store_volume_0002_aug_8.txt,train,kaggle_unique_kaggle_aws_elastic_block_store_volume_0002,9
current_kaggle_unique_kaggle_aws_elastic_container_service_container_2_0004_aug_4,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_elastic_container_service_container_2_0004_aug_4.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_elastic_container_service_container_2_0004_aug_4.txt,train,kaggle_unique_kaggle_aws_elastic_container_service_container_2_0004,8
current_kaggle_unique_kaggle_aws_elastic_container_service_service_0005_aug_2,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_elastic_container_service_service_0005_aug_2.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_elastic_container_service_service_0005_aug_2.txt,train,kaggle_unique_kaggle_aws_elastic_container_service_service_0005,6
current_kaggle_unique_kaggle_aws_elastic_load_balancing_0005_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_elastic_load_balancing_0005_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_elastic_load_balancing_0005_aug_8.txt,train,kaggle_unique_kaggle_aws_elastic_load_balancing_0005,14
current_kaggle_unique_kaggle_aws_elastic_load_balancing_application_load_balancer_0006_aug_2,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_elastic_load_balancing_application_load_balancer_0006_aug_2.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_elastic_load_balancing_application_load_balancer_0006_aug_2.txt,train,kaggle_unique_kaggle_aws_elastic_load_balancing_application_load_balancer_0006,15
current_kaggle_unique_kaggle_aws_identity_access_management_role_0007_aug_6,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_identity_access_management_role_0007_aug_6.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_identity_access_management_role_0007_aug_6.txt,train,kaggle_unique_kaggle_aws_identity_access_management_role_0007,10
current_kaggle_unique_kaggle_aws_identity_and_access_management_0001_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_identity_and_access_management_0001_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_identity_and_access_management_0001_aug_3.txt,train,kaggle_unique_kaggle_aws_identity_and_access_management_0001,13
current_kaggle_unique_kaggle_aws_lambda_lambda_function_0002_aug_9,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_lambda_lambda_function_0002_aug_9.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_lambda_lambda_function_0002_aug_9.txt,train,kaggle_unique_kaggle_aws_lambda_lambda_function_0002,8
current_kaggle_unique_kaggle_aws_simple_queue_service_queue_0003_aug_9,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_simple_queue_service_queue_0003_aug_9.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_simple_queue_service_queue_0003_aug_9.txt,train,kaggle_unique_kaggle_aws_simple_queue_service_queue_0003,10
current_kaggle_unique_kaggle_aws_simple_storage_service_bucket_0003_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_simple_storage_service_bucket_0003_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_simple_storage_service_bucket_0003_aug_3.txt,train,kaggle_unique_kaggle_aws_simple_storage_service_bucket_0003,13
current_kaggle_unique_kaggle_aws_simple_storage_service_bucket_with_objects_0002_aug_2,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_simple_storage_service_bucket_with_objects_0002_aug_2.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_simple_storage_service_bucket_with_objects_0002_aug_2.txt,train,kaggle_unique_kaggle_aws_simple_storage_service_bucket_with_objects_0002,8
current_kaggle_unique_kaggle_aws_simple_storage_service_object_0002_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_aws_simple_storage_service_object_0002_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_aws_simple_storage_service_object_0002_aug_0.txt,train,kaggle_unique_kaggle_aws_simple_storage_service_object_0002,9
current_kaggle_unique_kaggle_azure_api_management_services_0006_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_api_management_services_0006_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_api_management_services_0006_aug_3.txt,train,kaggle_unique_kaggle_azure_api_management_services_0006,14
current_kaggle_unique_kaggle_azure_application_insights_0005_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_application_insights_0005_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_application_insights_0005_aug_3.txt,train,kaggle_unique_kaggle_azure_application_insights_0005,14
current_kaggle_unique_kaggle_azure_cosmos_db_0005_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_cosmos_db_0005_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_cosmos_db_0005_aug_3.txt,train,kaggle_unique_kaggle_azure_cosmos_db_0005,12
current_kaggle_unique_kaggle_azure_data_factories_0000_aug_6,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_data_factories_0000_aug_6.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_data_factories_0000_aug_6.txt,train,kaggle_unique_kaggle_azure_data_factories_0000,11
current_kaggle_unique_kaggle_azure_event_hubs_0000_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_event_hubs_0000_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_event_hubs_0000_aug_8.txt,train,kaggle_unique_kaggle_azure_event_hubs_0000,11
current_kaggle_unique_kaggle_azure_function_apps_0006_aug_5,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_function_apps_0006_aug_5.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_function_apps_0006_aug_5.txt,train,kaggle_unique_kaggle_azure_function_apps_0006,12
current_kaggle_unique_kaggle_azure_load_balancers_0009_aug_5,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_load_balancers_0009_aug_5.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_load_balancers_0009_aug_5.txt,train,kaggle_unique_kaggle_azure_load_balancers_0009,9
current_kaggle_unique_kaggle_azure_logic_apps_0002_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_logic_apps_0002_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_logic_apps_0002_aug_0.txt,train,kaggle_unique_kaggle_azure_logic_apps_0002,13
current_kaggle_unique_kaggle_azure_machine_learning_0000_aug_4,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_machine_learning_0000_aug_4.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_machine_learning_0000_aug_4.txt,train,kaggle_unique_kaggle_azure_machine_learning_0000,9
current_kaggle_unique_kaggle_azure_machine_learning_studio_workspaces_0005_aug_8,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_machine_learning_studio_workspaces_0005_aug_8.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_machine_learning_studio_workspaces_0005_aug_8.txt,train,kaggle_unique_kaggle_azure_machine_learning_studio_workspaces_0005,6
current_kaggle_unique_kaggle_azure_openai_0005_aug_3,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_openai_0005_aug_3.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_openai_0005_aug_3.txt,train,kaggle_unique_kaggle_azure_openai_0005,9
current_kaggle_unique_kaggle_azure_sql_0003_aug_7,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_sql_0003_aug_7.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_sql_0003_aug_7.txt,train,kaggle_unique_kaggle_azure_sql_0003,10
current_kaggle_unique_kaggle_azure_sql_managed_instance_0009_aug_1,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_sql_managed_instance_0009_aug_1.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_sql_managed_instance_0009_aug_1.txt,train,kaggle_unique_kaggle_azure_sql_managed_instance_0009,10
current_kaggle_unique_kaggle_azure_sql_server_0004_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_sql_server_0004_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_sql_server_0004_aug_0.txt,train,kaggle_unique_kaggle_azure_sql_server_0004,9
current_kaggle_unique_kaggle_azure_storage_accounts_0007_aug_4,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_storage_accounts_0007_aug_4.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_storage_accounts_0007_aug_4.txt,train,kaggle_unique_kaggle_azure_storage_accounts_0007,9
current_kaggle_unique_kaggle_azure_synapse_analytics_0001_aug_2,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_synapse_analytics_0001_aug_2.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_synapse_analytics_0001_aug_2.txt,train,kaggle_unique_kaggle_azure_synapse_analytics_0001,8
current_kaggle_unique_kaggle_azure_virtual_machine_0009_aug_5,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_azure_virtual_machine_0009_aug_5.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_azure_virtual_machine_0009_aug_5.txt,train,kaggle_unique_kaggle_azure_virtual_machine_0009,7
current_kaggle_unique_kaggle_gcp_bigquery_0003_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_gcp_bigquery_0003_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_gcp_bigquery_0003_aug_0.txt,train,kaggle_unique_kaggle_gcp_bigquery_0003,9
current_kaggle_unique_kaggle_gcp_cloud_functions_0009_aug_6,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_gcp_cloud_functions_0009_aug_6.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_gcp_cloud_functions_0009_aug_6.txt,train,kaggle_unique_kaggle_gcp_cloud_functions_0009,8
current_kaggle_unique_kaggle_gcp_cloud_run_0006_aug_6,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_gcp_cloud_run_0006_aug_6.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_gcp_cloud_run_0006_aug_6.txt,train,kaggle_unique_kaggle_gcp_cloud_run_0006,8
current_kaggle_unique_kaggle_gcp_cloud_sql_0006_aug_1,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_gcp_cloud_sql_0006_aug_1.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_gcp_cloud_sql_0006_aug_1.txt,train,kaggle_unique_kaggle_gcp_cloud_sql_0006,10
current_kaggle_unique_kaggle_gcp_cloud_storage_0007_aug_0,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_gcp_cloud_storage_0007_aug_0.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_gcp_cloud_storage_0007_aug_0.txt,train,kaggle_unique_kaggle_gcp_cloud_storage_0007,14
current_kaggle_unique_kaggle_gcp_compute_engine_0003_aug_2,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\kaggle_unique_kaggle_gcp_compute_engine_0003_aug_2.png,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\kaggle_unique_kaggle_gcp_compute_engine_0003_aug_2.txt,train,kaggle_unique_kaggle_gcp_compute_engine_0003,12
